Name,Time,Dir,Alt,Mag
AKEBONO (EXOS-D),21:39:57,W,10°,12.2
AKEBONO (EXOS-D),21:39:57,W,10°,12.2
SERT 2,21:40:03,SE,10°,7.5
SERT 2,21:40:03,SE,10°,7.5
FLOCK 2E'-3,21:40:18,WSW,10°,7
IRIDIUM 81,21:40:31,NNE,13°,8.2
LILACSAT-1,21:41:01,WNW,10°,8.1
FLOCK 3P-86,21:41:06,S,10°,6.6
SL-14 R/B,21:41:18,E,10°,5.3
SL-14 R/B,21:41:18,E,10°,5.3
FLOCK 3P-81,21:41:20,S,10°,6.6
DEORBITSAIL,21:41:37,ENE,10°,6.8
SL-14 R/B,21:41:41,SSE,10°,5.8
SL-14 R/B,21:41:41,SSE,10°,5.8
FLOCK 2E'-5,21:41:42,WNW,10°,7.9
SHARC,21:41:42,WNW,10°,8.1
NSIGHT-1,21:42:28,WNW,10°,8.1
AEROCUBE 6A,21:42:41,NNE,14°,7
ZA-AEROSAT,21:43:00,WNW,10°,8.1
OSIRIS-3U,21:43:05,WNW,10°,8.1
AEROCUBE 6B,21:43:09,NNE,14°,7
IRIDIUM 50,21:43:38,NNW,10°,10.1
PROMETHEUS 2-1,21:44:04,ESE,10°,6.4
FLOCK 2E'-19,21:44:05,WNW,10°,7.9
FLOCK 3P-36,21:44:14,S,10°,6.6
FLOCK 2P-2,21:44:37,S,10°,6.6
LEMUR-2-LYNSEY-SYMO,21:45:10,SSW,10°,6.8
COSMOS 2389,21:45:13,NNW,10°,8.6
SL-16 R/B,21:45:27,NNW,10°,5.9
SL-16 R/B,21:45:27,NNW,10°,5.9
FLOCK 3P-33,21:45:35,S,10°,6.6
BEEAGLESAT,21:45:55,WNW,10°,8
OUFTI-1,21:45:58,SW,10°,7.6
BEESAT-4,21:46:23,SSW,10°,6.7
SNUSAT-1,21:46:31,WNW,10°,8
FLOCK 3P-60,21:46:37,S,10°,6.6
PROMETHEUS 2-3,21:47:22,SE,10°,6.3
UNIBRITE,21:47:35,NNW,10°,8.8
UNIBRITE,21:47:35,NNW,10°,8.8
OBJECT A,21:47:37,SSE,10°,6.4
FLOCK 3P-82,21:48:27,SSW,10°,6.6
FLOCK 3P-69,21:48:35,SSW,10°,6.6
DUTHSAT,21:48:44,WNW,10°,8
FLOCK 3P-34,21:48:53,SSW,10°,6.6
LEMUR-2-JENNYBARNA,21:49:14,SW,10°,7
QBEE50-LTU-OC,21:49:17,WNW,10°,8
SL-16 R/B,21:49:31,WNW,10°,6.9
SL-16 R/B,21:49:31,WNW,10°,6.9
COSMOS 2429,21:49:39,NNE,11°,7.9
CELTEE 1,21:49:40,SE,11°,6.3
SL-14 R/B,21:50:02,N,10°,7.3
SL-14 R/B,21:50:02,N,10°,7.3
FLOCK 3P-72,21:50:14,SSW,10°,6.7
SAUDISAT 4,21:50:16,NNE,14°,7
SAUDISAT 4,21:50:16,NNE,14°,7
COSMOS 2428,21:50:46,NNW,10°,6.6
COSMOS 2428,21:50:46,NNW,10°,6.6
FLOCK 3P-76,21:50:47,SSW,10°,6.7
WASEDA-SAT3,21:51:19,WNW,10°,7.9
OBJECT B,21:51:53,SSE,10°,6.4
LEMUR-2-RDEATON,21:52:38,SSW,10°,6.7
CZ-2D R/B,21:52:43,SSE,10°,6.4
FLOCK 3P-77,21:52:46,SSW,10°,6.7
IRIDIUM 56,21:53:01,NW,10°,9.7
STARS-C,21:53:09,WNW,10°,7.5
OBJECT D,21:53:52,SSE,10°,6.4
OBJECT C,21:53:52,SSE,10°,6.4
FLOCK 3P-35,21:53:54,SSW,10°,6.7
ORSTED,21:54:40,NNW,10°,11.4
ORSTED,21:54:40,NNW,10°,11.4
INS-1B,21:55:03,SSW,10°,6.7
OBJECT E,21:55:24,SSE,10°,6.4
FLOCK 2P-5,21:55:39,SSW,10°,6.7
PEGASUS,21:55:40,SSW,10°,7
RAVAN,21:55:42,SE,11°,6.3
FLOCK 3P-7,21:55:53,SSW,10°,6.7
SDO,21:56:18,SSE,20°,13
ALTAIR PATHFINDER,21:56:36,WNW,10°,8
LEMUR-2-LISASAURUS,21:56:42,SSW,10°,7
MAZAALAI (NUMSAT-1),21:56:42,WNW,10°,8
FLOCK 3P-78,21:56:46,SSW,10°,6.7
POLAR,21:57:12,NNW,53°,13.6
FORMOSAT-3 FM4,21:57:19,SSW,10°,10.8
FORMOSAT-3 FM4,21:57:19,SSW,10°,10.8
FORMOSAT-3 FM4,21:57:19,SSW,10°,10.8
IRIDIUM 2,21:57:30,NW,10°,8.2
FLOCK 2E'-14,21:57:45,WNW,10°,7.9
SL-16 R/B,21:58:22,N,10°,5.6
SL-16 R/B,21:58:22,N,10°,5.6
SL-8 R/B,21:58:34,WSW,10°,7.9
SL-8 R/B,21:58:34,WSW,10°,7.9
BRAC ONNESHA,21:58:53,WNW,10°,8
OBJECT F,21:58:56,SSE,10°,6.5
FLOCK 3P-87,21:59:00,SSW,10°,6.7
DELFI-C3 (DO-64),21:59:33,SW,10°,7.4
FLOCK 3P-88,21:59:41,SSW,10°,6.8
DELTA 2 R/B(1),21:59:51,WSW,10°,7.3
DELTA 2 R/B(1),21:59:51,WSW,10°,7.3
PROBA-V,21:59:52,S,10°,8.6
PROBA-V,21:59:52,S,10°,8.6
FLOCK 3P-59,22:00:05,SSW,10°,6.8
NAVSTAR 65 (USA 213),22:00:16,WNW,10°,13.7
RESURS P2,22:00:48,E,10°,6.2
RESURS P2,22:00:48,E,10°,6.2
FENGYUN 3C,22:00:57,S,10°,6.8
FLOCK 3P-29,22:00:57,SSW,10°,6.8
FENGYUN 3C,22:00:57,S,10°,6.8
ALSAT 1N,22:02:04,SSW,10°,7.3
GHANASAT-1,22:02:11,WNW,10°,7.9
BRITE-PL 2,22:02:16,SE,10°,6.4
BRITE-PL 2,22:02:16,SE,10°,6.4
FLOCK 2P-9,22:02:32,SSW,10°,6.8
IRIDIUM 52,22:02:37,NW,10°,10.2
CUBEBUG-1 (CAPITAN BETO),22:03:11,ESE,10°,6.5
PHOENIX,22:03:32,WNW,10°,7.9
OBJECT T,22:03:37,SW,10°,6.8
FLOCK 3P-84,22:03:42,SSW,10°,6.8
COSMOS 1812,22:04:07,N,10°,6.6
COSMOS 1812,22:04:07,N,10°,6.6
FLOCK 3P-70,22:04:41,SSW,10°,6.8
IRIDIUM 17,22:04:42,N,10°,8.9
LEMUR-2-SMITA-SHARAD,22:05:04,SSW,10°,6.8
FLOCK 3P-10,22:05:58,SSW,10°,6.8
PISAT,22:06:01,SSW,10°,7.3
PISAT,22:06:01,SSW,10°,7.3
PISAT,22:06:01,SSW,10°,7.3
LEMUR-2-TACHIKOMA,22:06:53,SSW,10°,6.9
FLOCK 3P-75,22:07:07,SSW,10°,6.8
SWARM C,22:07:18,SSW,10°,6.4
SWARM C,22:07:18,SSW,10°,6.4
SWARM A,22:07:28,SSW,10°,6.5
SWARM A,22:07:28,SSW,10°,6.5
SUPERVIEW-1 03,22:07:50,S,10°,6.5
SL-14 R/B,22:08:04,N,13°,6.2
SL-14 R/B,22:08:04,N,13°,6.2
FLOCK 3P-57,22:09:03,SSW,10°,6.9
DIAMOND BLUE,22:09:08,SW,10°,7.2
HUMSAT-D,22:09:34,SW,10°,7.4
CICERO 6,22:09:49,SW,10°,7.2
FLOCK 3P-32,22:10:24,SSW,10°,6.9
DIAMOND GREEN,22:10:39,SW,10°,7.2
LEMUR-2-SPIROVISION,22:10:44,SW,10°,7.1
FLOCK 2P-10,22:10:47,SSW,10°,6.8
LEMUR-2-JOBANPUTRA,22:11:12,SSW,10°,6.9
FLOCK 2E'-16,22:11:13,WNW,10°,7.7
ALOS-2,22:11:51,E,10°,6.6
ALOS-2,22:11:51,E,10°,6.6
DIAMOND RED,22:11:56,SW,10°,7.2
FLOCK 3P-62,22:12:02,SSW,10°,6.9
CZ-2D DEB,22:12:07,S,10°,6.4
OBJECT AK,22:12:15,SW,10°,7.2
IRIDIUM 53,22:12:18,NW,10°,9.7
FLOCK 3P-74,22:12:24,SW,10°,6.9
UPSAT,22:12:55,WNW,10°,7.8
ARIANE 5 R/B,22:13:07,SE,10°,5.2
ARIANE 5 R/B,22:13:07,SE,10°,5.2
FLOCK 3P-55,22:13:31,SW,10°,6.9
SL-16 R/B,22:13:35,NNW,10°,5.9
SL-16 R/B,22:13:35,NNW,10°,5.9
HOOPOE,22:14:00,WNW,10°,7.8
FLOCK 3P-31,22:14:29,SW,10°,6.9
ESTCUBE 1,22:14:38,SE,10°,6.6
NIGERIAEDUSAT-1,22:14:39,WNW,10°,7.8
OBJECT AJ,22:14:54,SW,10°,7.2
METOP-A,22:15:19,SW,10°,7.1
METOP-A,22:15:19,SW,10°,7.1
FLOCK 3P-17,22:15:43,SW,10°,6.9
IRIDIUM 42,22:15:55,N,10°,9
PEASSS,22:16:01,SW,10°,6.9
FLOCK 3P-83,22:16:20,SW,10°,6.9
FLOCK 3P-24,22:16:25,SW,10°,6.9
CHALLENGER,22:16:25,WNW,10°,7.7
OPTICUBE 04,22:16:50,SSE,10°,6.4
IRIDIUM 38,22:17:10,N,10°,9.1
STSAT-3,22:17:15,WSW,10°,7.6
STSAT-3,22:17:15,WSW,10°,7.6
LEMUR-2-LUCYBRYCE,22:17:22,WSW,10°,7.3
CZ-2C R/B,22:17:57,SSE,10°,5.2
CZ-2C R/B,22:17:57,SSE,10°,5.2
SUSAT,22:17:59,WNW,10°,7.8
LEMUR-2-TRUTNAHD,22:18:26,WNW,10°,7.7
FLOCK 3P-73,22:19:11,SW,10°,7
FORMOSAT-3 FM6,22:19:15,S,10°,9.4
FORMOSAT-3 FM6,22:19:15,S,10°,9.4
FORMOSAT-3 FM6,22:19:15,S,10°,9.4
OBJECT AH,22:19:34,WSW,10°,7.3
OBJECT AG,22:19:42,WSW,10°,7.3
OBJECT AF,22:19:48,WSW,10°,7.3
COSMOS 2474 [GLONASS-M],22:19:54,NNE,10°,12.8
OBJECT AE,22:19:56,WSW,10°,7.3
FLOCK 2P-3,22:19:56,SW,10°,6.9
SL-16 R/B,22:19:59,SE,10°,4.2
SL-16 R/B,22:19:59,SE,10°,4.2
SPACECUBE,22:20:00,WNW,10°,7.7
SNUSAT-1B,22:20:02,WNW,10°,7.8
OBJECT AD,22:20:10,WSW,10°,7.3
FLOCK 2K-20,22:20:11,ENE,10°,6.4
FLOCK 3P-12,22:20:15,SW,10°,7
OKEAN-3,22:20:17,NNW,10°,7.4
CXBN-2,22:20:17,WNW,10°,7.7
OKEAN-3,22:20:17,NNW,10°,7.4
FOX-1D (AO-92),22:20:49,WSW,10°,7.3
CRYOSAT 2,22:21:25,NNW,10°,8.4
CRYOSAT 2,22:21:25,NNW,10°,8.4
FLOCK 2E'-18,22:21:27,WNW,10°,7.7
SOMP 2,22:21:27,WNW,10°,7.7
FLOCK 3P-58,22:21:29,SW,10°,7
OBJECT AB,22:21:30,WSW,10°,7.4
FLOCK 2K-26,22:21:37,ENE,10°,6.4
NEE-01 PEGASUS,22:21:44,SE,10°,6.5
GSAT0216 (GALILEO 20),22:21:49,NW,10°,14.3
OBJECT AA,22:21:52,WSW,10°,7.4
TECHEDSAT 6,22:22:16,WNW,10°,7.8
OBJECT Z,22:22:18,WSW,10°,7.4
FLOCK 3P-5,22:22:46,SW,10°,7
IRIDIUM 84,22:22:57,WNW,10°,9.6
OBJECT Y,22:22:59,WSW,10°,7.4
ATLANTIS,22:23:03,WNW,10°,7.5
OBJECT X,22:23:09,WSW,10°,7.4
PICSAT,22:23:10,WSW,10°,7.4
ORBVIEW 2 (SEASTAR),22:23:35,ENE,10°,7.1
ORBVIEW 2 (SEASTAR),22:23:35,ENE,10°,7.1
OBJECT S,22:23:40,WSW,10°,7.4
OBJECT V,22:23:43,WSW,10°,7.4
AOBA-VELOX 3,22:23:44,WNW,10°,7.6
ISS (ZARYA),22:23:50,WNW,10°,0.6
ISS (ZARYA),22:23:50,WNW,10°,0.6
SOYUZ-MS 07,22:23:50,WNW,10°,7.8
SOYUZ-MS 06,22:23:50,WNW,10°,7.8
PROGRESS-MS 07,22:23:50,WNW,10°,7.8
FLOCK 3P-8,22:23:51,SW,10°,7
OBJECT R,22:24:08,WSW,10°,7.4
FLOCK 2K-19,22:24:13,ENE,10°,6.5
LEMUR-2-TRUTNA,22:24:28,WNW,10°,7.4
OBJECT Q,22:24:42,WSW,10°,7.4
FLOCK 2K-41,22:24:43,ENE,10°,6.5
I-INSPIRE II,22:25:10,WNW,10°,7.7
OBJECT P,22:25:25,WSW,10°,7.4
OBJECT N,22:25:27,WSW,10°,7.4
FLOCK 3P-9,22:25:32,SW,10°,7.1
FLOCK 3P-18,22:25:44,SW,10°,7.1
OBJECT M,22:26:04,WSW,10°,7.5
FLOCK 2K-13,22:26:32,ENE,10°,6.6
FLOCK 3P-6,22:26:35,SW,10°,7.1
OBJECT L,22:26:43,WSW,10°,7.5
OBJECT K,22:26:50,WSW,10°,7.5
OBJECT J,22:26:53,WSW,10°,7.5
OBJECT H,22:27:02,WSW,10°,7.5
CZ-2C R/B,22:27:24,NNE,14°,5.4
CZ-2C R/B,22:27:24,NNE,14°,5.4
FLOCK 2K-33,22:27:37,ENE,10°,6.6
FLOCK 3P-11,22:27:50,SW,10°,7.1
FLOCK 2K-27,22:27:50,ENE,10°,6.6
OBJECT F,22:27:57,WSW,10°,7.5
CZ-4B R/B,22:28:07,NNE,10°,7.1
CZ-4B R/B,22:28:07,NNE,10°,7.1
FLOCK 2E'-17,22:28:09,WNW,10°,7.5
FLOCK 2E'-20,22:28:24,WNW,10°,7.5
VZLUSAT-1,22:28:34,WSW,10°,7.5
FLOCK 3P-4,22:28:35,SW,10°,7.1
SL-8 R/B,22:29:02,NNW,10°,7.9
ARIANE 40 R/B,22:29:02,SW,10°,6
SL-8 R/B,22:29:02,NNW,10°,7.9
ARIANE 40 R/B,22:29:02,SW,10°,6
LEMUR-2-DEMBITZ,22:29:04,ENE,10°,6.9
ICECUBE,22:29:09,WNW,10°,7.6
LEMUR-2-AUSTINTACIOUS,22:29:28,WNW,10°,7.6
ITF-2,22:29:33,WNW,10°,7.6
FLOCK 2K-25,22:29:47,NE,10°,6.6
SL-16 R/B,22:29:57,WNW,10°,6.2
SL-16 R/B,22:29:57,WNW,10°,6.2
FLOCK 3P-14,22:30:33,SW,10°,7.1
FLOCK 3P-2,22:30:34,WSW,10°,7.2
OBJECT E,22:30:44,W,10°,7.6
GENESIS 2,22:30:57,NW,10°,8.5
GENESIS 2,22:30:57,NW,10°,8.5
GENESIS 2,22:30:57,NW,10°,8.5
OBJECT D,22:31:41,W,10°,7.7
GSAT0101 (GALILEO-PFM),22:31:50,SW,10°,13.1
FLOCK 2K-34,22:31:53,NE,10°,6.7
FLOCK 3P-16,22:31:57,WSW,10°,7.2
GRIFEX,22:32:19,N,10°,8.1
LEMUR-2-PETERG,22:32:46,ENE,10°,7
FLOCK 2P-7,22:33:12,WSW,10°,7.1
FLOCK 2K-35,22:33:18,NE,10°,6.7
CUSAT 2 & FALCON 9 R/B,22:33:29,ESE,10°,7.4
CUSAT 2 & FALCON 9 R/B,22:33:29,ESE,10°,7.4
EXALTA-1,22:33:38,WNW,10°,7.6
FLOCK 3P-37,22:34:18,WSW,10°,7.2
FLOCK 3P-28,22:34:27,WSW,10°,7.2
ISS DEB (ROSA),22:34:57,WNW,10°,7.1
LEMUR-2-REDFERN-GOES,22:35:27,WNW,10°,7.5
LEMUR-2-ANGELA,22:35:38,WSW,10°,7.1
BRITE-TORONTO,22:36:03,NNW,10°,8.6
BRITE-TORONTO,22:36:03,NNW,10°,8.6
FLOCK 3P-3,22:36:40,WSW,10°,7.3
FLOCK 3P-71,22:36:41,WSW,10°,7.3
ASTERIA,22:36:52,WNW,10°,7.7
SL-16 R/B,22:36:56,NNW,10°,6.1
FLOCK 2K-44,22:36:56,NE,10°,6.8
SL-16 R/B,22:36:56,NNW,10°,6.1
GOES 16,22:37:00,SE,19°,12.9
GOES 14,22:37:00,SSE,33°,12.8
GOES 15,22:37:00,SSW,34°,13
GOES 13,22:37:00,ESE,12°,13.1
FLOCK 3P-53,22:37:06,WSW,10°,7.3
POLYITAN-2-SAU,22:37:42,WNW,10°,7.6
SL-16 R/B,22:38:03,SSE,10°,4.3
SL-16 R/B,22:38:03,SSE,10°,4.3
FLOCK 2P-8,22:38:19,WSW,10°,7.2
TIGRISAT,22:38:19,N,10°,8.1
FLOCK 2K-30,22:39:06,NE,10°,6.8
FLOCK 3P-25,22:39:34,WSW,10°,7.4
DIDO-2,22:39:48,WSW,10°,7.4
FLOCK 3P-23,22:40:48,WSW,10°,7.4
HAVELSAT,22:41:02,WNW,10°,7.6
FLOCK 2K-36,22:41:11,NE,10°,6.9
IRIDIUM 44,22:41:14,NNW,10°,8.9
FLOCK 2K-29,22:41:32,NE,10°,6.8
COSMOS 2458 [GLONASS-M],22:41:34,ENE,10°,12.4
FLOCK 3P-21,22:41:54,WSW,10°,7.4
TERRA,22:42:19,SSW,10°,4.3
TERRA,22:42:19,SSW,10°,4.3
TERRA,22:42:19,SSW,10°,4.3
COSMOS 2361,22:42:39,N,11°,8.3
FLOCK 3P-54,22:42:47,WSW,10°,7.4
AEROCUBE 8D,22:43:07,S,10°,6.5
DELTA 1 R/B,22:43:24,ENE,10°,6.3
DELTA 1 R/B,22:43:24,ENE,10°,6.3
FLOCK 2K-32,22:43:38,NE,10°,6.9
FLOCK 3P-26,22:43:44,W,10°,7.5
SL-8 R/B,22:43:53,NW,10°,6.2
SL-8 R/B,22:43:53,NW,10°,6.2
IRIDIUM 82,22:44:24,NNW,10°,9.3
AOXIANG-1,22:45:24,WNW,10°,7.6
SCISAT 1,22:45:49,SE,10°,9.9
SCISAT 1,22:45:49,SE,10°,9.9
FLOCK 2K-31,22:46:16,NE,10°,6.9
LEMUR-2-KEVIN,22:46:39,WNW,10°,7.8
LEMUR-2-ROCKETJONAH,22:47:16,WNW,10°,7.8
TIANTUO 2,22:47:46,S,10°,6.2
TIANTUO 2,22:47:46,S,10°,6.2
DIWATA-1,22:48:03,W,10°,7.3
CZ-11 R/B,22:48:05,SSW,11°,7.5
FLOCK 2K-38,22:48:08,NE,10°,7
LEMUR-2-YONGLIN,22:48:47,WNW,10°,7.8
LEMUR-2-LIU-POU-CHUN,22:49:04,WNW,10°,7.8
LEMUR-1,22:49:23,N,10°,8.2
APRIZESAT 9,22:49:27,NNW,10°,8.5
APRIZESAT 9,22:49:27,NNW,10°,8.5
FLOCK 2K-06,22:50:21,NE,10°,7
IRIDIUM 80,22:51:34,N,10°,9.8
SL-14 R/B,22:51:40,WNW,10°,8.2
SL-14 R/B,22:51:40,WNW,10°,8.2
AIST-2,22:51:52,WNW,10°,8
COSMOS 1833,22:51:55,SW,10°,7
COSMOS 1833,22:51:55,SW,10°,7
NAVSTAR 61 (USA 199),22:52:14,WSW,10°,13.2
LEMUR-2-ROBMOORE,22:52:34,WSW,10°,7.1
FLOCK 2K-37,22:52:44,NE,10°,7
SUPERVIEW-1 04,22:53:03,SSW,10°,6.7
CANX-7,22:53:09,WSW,10°,7.7
IRIDIUM 68,22:53:10,E,10°,8.4
X-CUBESAT,22:53:21,WNW,10°,7.5
COLUMBIA,22:54:35,WNW,10°,7
FLOCK 2K-39,22:54:56,NE,10°,7.1
IRIDIUM 39,22:55:20,NNW,10°,9.8
ANTELSAT,22:55:22,N,10°,8.3
QB50P1,22:55:29,ENE,10°,6.9
DELLINGR (RBLE),22:55:44,WNW,10°,7.6
FLOCK 2E'-15,22:55:51,WNW,10°,7.3
FLOCK 2K-28,22:55:53,NNE,10°,7.1
H-2A R/B,22:56:04,SSE,10°,4.4
H-2A R/B,22:56:04,SSE,10°,4.4
SGSAT,22:56:17,WNW,10°,7.3
ECAMSAT,22:56:22,WNW,10°,7.6
LEMUR-2-FURIAUS,22:56:27,NE,10°,7.4
SL-16 R/B,22:56:52,NW,10°,6
SL-16 R/B,22:56:52,NW,10°,6
FLOCK 2K-40,22:57:26,NNE,10°,7.1
AISAT,22:57:41,ESE,10°,6.7
AISAT,22:57:41,ESE,10°,6.7
COSMOS 2378,22:58:28,NE,10°,8.5
AEROCUBE 8C,22:58:34,S,10°,6.6
SIMPL,22:59:38,WNW,10°,7.5
FLOCK 2K-08,22:59:46,NNE,10°,7.1
CZ-2D DEB,22:59:47,SSW,10°,6.8
GRACE-1,23:00:19,NNW,10°,7.6
GRACE-1,23:00:19,NNW,10°,7.6
OBJECT R,23:00:38,WNW,10°,7.7
IRIDIUM 98,23:00:45,NNW,10°,9.3
FLOCK 2K-43,23:00:48,NNE,10°,7.2
OBJECT P,23:00:50,WNW,10°,7.7
IRIDIUM 21,23:01:08,ESE,10°,7.8
IRIDIUM 18,23:01:42,NNW,10°,9.3
ISIS 1,23:01:53,SSE,10°,10.6
FLOCK 2K-05,23:01:55,NNE,10°,7.2
COSMOS 1867,23:01:59,NW,10°,7.5
COSMOS 1867,23:01:59,NW,10°,7.5
AALTO-2,23:02:04,WNW,10°,7.4
OBJECT N,23:03:37,WNW,10°,7.7
CSUNSAT 1,23:03:44,WNW,10°,7.4
FLOCK 2K-07,23:03:54,NNE,10°,7.2
LEMUR-2-MCCULLAGH,23:04:25,WNW,10°,7.7
UNSW-ECO,23:04:52,WNW,10°,7.3
STARLETTE,23:05:22,W,10°,11.7
STARLETTE,23:05:22,W,10°,11.7
EXOCUBE,23:05:23,NW,10°,8.3
NJUST-1,23:05:42,WNW,10°,7.4
LEMUR-2-DUNLOP,23:06:16,WNW,10°,7.6
LEMUR-2-BRIANDAVIE,23:06:18,WNW,10°,7.6
SL-8 R/B,23:06:22,S,10°,5.9
SL-8 R/B,23:06:22,S,10°,5.9
CHEFSAT,23:06:25,WNW,10°,7.6
FLYING LAPTOP,23:06:34,NNE,10°,7.6
FLOCK 2K-21,23:06:34,NNE,10°,7.2
FLYING LAPTOP,23:06:34,NNE,10°,7.6
FLYING LAPTOP,23:06:34,NNE,10°,7.6
FLYING LAPTOP,23:06:34,NNE,10°,7.6
CZ-2D DEB,23:06:35,SW,10°,6.9
LEMUR-2-ROMACOSTE,23:07:12,WNW,10°,7.6
FLOCK 2K-02,23:08:00,NNE,10°,7.3
FLOCK 2K-23,23:08:36,NNE,10°,7.3
ASTEX 1,23:08:48,NNW,10°,7.3
ASTEX 1,23:08:48,NNW,10°,7.3
QBITO,23:08:50,WNW,10°,7.3
IRIDIUM 920,23:08:51,NW,10°,9.4
LINK,23:09:08,WNW,10°,7.3
CANX-4,23:09:09,SE,10°,6.6
CANX-4,23:09:09,SE,10°,6.6
SL-8 R/B,23:09:21,N,10°,8
SL-8 R/B,23:09:21,N,10°,8
IRIDIUM 72,23:09:30,ESE,10°,7.8
LEMUR-2-MONSON,23:09:46,NNE,10°,7.6
SL-3 R/B,23:09:53,NNW,10°,7.2
SL-3 R/B,23:09:53,NNW,10°,7.2
IRIDIUM 41,23:09:59,NNW,10°,9.3
IRIDIUM 73,23:10:28,S,10°,7.2
IRIDIUM 15,23:10:54,NNW,10°,9.8
FLOCK 2K-46,23:11:04,NNE,10°,7.3
CANX-5,23:11:16,SE,10°,6.6
CANX-5,23:11:16,SE,10°,6.6
TECHNOSAT,23:11:38,NNE,10°,7.6
TECHNOSAT,23:11:38,NNE,10°,7.6
TOKI,23:11:40,WNW,10°,7.3
AEROCUBE 7C,23:12:15,WNW,10°,7.6
AEROCUBE 7B,23:12:38,WNW,10°,7.6
SL-8 R/B,23:12:45,WSW,10°,5.3
SL-8 R/B,23:12:45,WSW,10°,5.3
FLOCK 2E'-13,23:13:00,W,10°,6.9
FLOCK 2K-45,23:13:08,NNE,10°,7.3
POPACS 1,23:14:05,E,11°,7.5
SL-14 R/B,23:14:14,S,10°,5.5
SL-14 R/B,23:14:14,S,10°,5.5
SWAS,23:14:15,NW,10°,8.4
SWAS,23:14:15,NW,10°,8.4
INTERCOSMOS 25,23:14:43,NNW,13°,9.2
COSMOS 1536,23:14:48,SSE,10°,5.1
COSMOS 1536,23:14:48,SSE,10°,5.1
FIREBIRD 4,23:14:58,NNW,10°,8.2
FLOCK 2K-48,23:15:47,NNE,10°,7.4
DUMMY MASS 1,23:15:57,N,10°,8.9
CZ-2D DEB,23:16:02,SW,10°,6.9
SDO,23:16:18,SSE,30°,12.8
DEORBITSAIL,23:16:22,N,10°,8
COSMOS 2434 [GLONASS-M],23:16:50,NNW,10°,13.7
LILACSAT-1,23:16:58,WNW,10°,7.3
SL-14 R/B,23:17:30,SSE,14°,5.5
FLOCK 2K-47,23:17:30,NNE,10°,7.4
SL-14 R/B,23:17:30,SSE,14°,5.5
SHARC,23:17:55,WNW,10°,7.3
IRIDIUM 75,23:18:12,ESE,10°,8.2
NSIGHT-1,23:18:41,WNW,10°,7.3
FLOCK 1C-4,23:18:45,NE,10°,7.4
PROMETHEUS 2-1,23:18:52,SSW,10°,6.7
AEROCUBE 6A,23:18:54,N,10°,8.4
ZA-AEROSAT,23:19:00,WNW,10°,7.2
SL-14 R/B,23:19:18,SW,10°,6.3
SL-14 R/B,23:19:18,SW,10°,6.3
AEROCUBE 6B,23:19:24,N,10°,8.4
OSIRIS-3U,23:19:29,WNW,10°,7.3
LEMUR-2-ARTFISCHER,23:19:48,NNE,10°,7.4
NAVSTAR 64 (USA 206),23:19:49,SSE,10°,12.1
FLOCK 2K-03,23:20:05,NNE,10°,7.4
IRIDIUM 81,23:20:10,NNW,10°,9.3
FLOCK 2E'-19,23:20:23,WSW,10°,6.6
FLOCK 1C-1,23:21:11,NE,10°,7.4
LEMUR-2-ANDIS,23:21:14,NNE,10°,7.7
BEEAGLESAT,23:21:53,WNW,10°,7.2
FLOCK 2K-24,23:22:07,NNE,10°,7.5
PROMETHEUS 2-3,23:22:22,SSW,10°,6.7
FLOCK 2K-01,23:22:25,NNE,10°,7.5
SNUSAT-1,23:22:28,WNW,10°,7.2
ATLAS CENTAUR 2,23:22:35,SSW,10°,4.6
ATLAS CENTAUR 2,23:22:35,SSW,10°,4.6
COSMOS 2457 [GLONASS-M],23:23:16,E,10°,12.2
LEMUR-2-ZACHARY,23:23:53,NNE,10°,7.8
DUTHSAT,23:24:20,WNW,10°,7.1
SERT 2,23:24:32,SSW,10°,7.8
SERT 2,23:24:32,SSW,10°,7.8
OBJECT A,23:24:34,WSW,10°,7.1
FLOCK 2K-04,23:24:34,NNE,10°,7.5
CELTEE 1,23:24:39,SSW,10°,6.7
DUMMY MASS 2,23:24:44,N,10°,8.9
LEMUR-2-GREENBERG,23:25:08,NNE,10°,7.8
QBEE50-LTU-OC,23:25:09,WNW,10°,7.2
GSAT0201 (GALILEO 5),23:25:25,W,10°,12.8
SAUDISAT 4,23:26:31,N,10°,8.3
SAUDISAT 4,23:26:31,N,10°,8.3
WASEDA-SAT3,23:26:58,W,10°,6.9
IRIDIUM 70,23:27:03,SE,11°,7.7
LEMUR-2-JENNYBARNA,23:27:07,W,10°,7.1
FLOCK 2K-22,23:27:40,NNE,10°,7.5
COSMOS 1500,23:28:40,SE,10°,5.5
COSMOS 1500,23:28:40,SE,10°,5.5
OBJECT B,23:29:25,WSW,10°,7.2
SL-16 R/B,23:29:42,NW,10°,5.9
SL-16 R/B,23:29:42,NW,10°,5.9
FLOCK 2K-09,23:29:49,NNE,10°,7.5
SL-14 R/B,23:29:52,WNW,10°,7.3
SL-14 R/B,23:29:52,WNW,10°,7.3
CZ-2D R/B,23:30:03,WSW,10°,7.1
POLYITAN-1,23:30:18,NE,10°,7.6
FLOCK 1C-9,23:30:18,NE,10°,7.5
RAVAN,23:30:48,SSW,10°,6.7
RESURS P2,23:31:27,S,10°,6.2
RESURS P2,23:31:27,S,10°,6.2
OBJECT C,23:31:44,WSW,10°,7.2
OBJECT D,23:31:45,WSW,10°,7.2
